Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
University of Tampere,University,Taylor & Francis,2014,70724.0,T&F Online Journal Library,Full text materials,FinELib consortium
University of Tampere,University,Taylor & Francis,2015,77587.0,T&F Online Journal Library,Full text materials,FinELib consortium
University of Tampere,University,Thieme,2013,9260.0,Thieme E-Book Library,eBook package,Separate contract
University of Tampere,University,Thieme,2014,12000.0,Thieme E-Book Library,eBook package,Separate contract
University of Tampere,University,Thieme,2015,10213.0,Thieme E-Book Library,eBook package,Separate contract
University of Tampere,University,Thomson Reuters,2010,25772.0,Web of Science,Reference database,FinELib consortium
University of Tampere,University,Thomson Reuters,2011,30998.0,Web of Science,Reference database,FinELib consortium
University of Tampere,University,Thomson Reuters,2012,34783.0,Web of Science,Reference database,FinELib consortium
University of Tampere,University,Thomson Reuters,2013,36663.0,Web of Science,Reference database,FinELib consortium
University of Tampere,University,Thomson Reuters,2014,36432.0,Essential Science Indicators ESI; Web of Science,Reference database,FinELib consortium
University of Tampere,University,Thomson Reuters,2015,48090.0,Essential Science Indicators ESI; Web of Science,Reference database,FinELib consortium
University of Tampere,University,Wiley,2010,131900.0,Wiley-Blackwell,Full text materials,FinELib consortium
University of Tampere,University,Wiley,2011,138176.0,Wiley-Blackwell,Full text materials,FinELib consortium
University of Tampere,University,Wiley,2012,164300.0,Wiley-Blackwell,Full text materials,FinELib consortium
University of Tampere,University,Wiley,2013,170718.0,Wiley-Blackwell,Full text materials,FinELib consortium
University of Tampere,University,Wiley,2014,151656.0,Wiley-Blackwell,Full text materials,FinELib consortium
University of Tampere,University,Wiley,2015,155878.0,Wiley-Blackwell,Full text materials,FinELib consortium
University of Tampere,University,Wize Nordic,2010,10047.0,OECDiLibrary,Reference resource,FinELib consortium
University of Tampere,University,Wize Nordic,2011,10260.0,OECDiLibrary,Reference resource,FinELib consortium
University of Tampere,University,Wize Nordic,2012,10517.0,OECDiLibrary,Reference resource,FinELib consortium
University of Tampere,University,Wize Nordic,2013,10734.0,OECDiLibrary,Reference resource,FinELib consortium
University of Tampere,University,Wize Nordic,2014,10916.0,OECDiLibrary,Reference resource,FinELib consortium
University of Tampere,University,Wize Nordic,2015,11080.0,OECDiLibrary,Reference resource,FinELib consortium
University of Tampere,University,Wolters Kluwer Health,2014,3838.0,Joanna Briggs Institute EBP,Reference database,Separate contract
University of Tampere,University,Wolters Kluwer Health,2015,5163.0,Joanna Briggs Institute EBP,Reference database,Separate contract
Theatre Academy,University,Ebsco,2010,4943.0,Academic Search Elite; International Index to Performing Arts (Full text),Full text materials; Reference database,FinELib consortium
Theatre Academy,University,Ebsco,2011,3139.0,International Index to Performing Arts (Full text),Full text materials,FinELib consortium
Theatre Academy,University,Edita Publishing,2010,63.0,Edilex,Full text materials,FinELib consortium
Theatre Academy,University,Edita Publishing,2011,63.0,Edilex,Full text materials,FinELib consortium
Theatre Academy,University,Edita Publishing,2012,63.0,Edilex,Full text materials,FinELib consortium
Theatre Academy,University,Encyclopedia Britannica,2010,427.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Theatre Academy,University,Kielikone,2010,2183.0,Sanastot,Dictionary,FinELib consortium
Theatre Academy,University,Oxford University Press (OUP),2010,589.0,Oxford English Dictionary,Dictionary,FinELib consortium
Theatre Academy,University,Oxford University Press (OUP),2011,590.0,Oxford English Dictionary,Dictionary,FinELib consortium
Theatre Academy,University,Oxford University Press (OUP),2012,631.0,Oxford English Dictionary,Dictionary,FinELib consortium
Theatre Academy,University,ProQuest,2012,5373.0,Dissertations & Theses; IIMPFT & IIPAFT & MPA,Full text materials; Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Aalto-yliopisto,2010,4762.0,ASIA; MIX; Tenttu,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Aalto-yliopisto,2011,4762.0,ASIA; MIX; Tenttu,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Association for the Advancement of Science (AAAS),2010,2817.0,Science magazine Online,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Association for the Advancement of Science (AAAS),2011,2819.0,Science magazine Online,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Association for the Advancement of Science (AAAS),2012,3850.0,Science magazine Online + Science Express,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Association for the Advancement of Science (AAAS),2013,3842.0,Science magazine Online + Science Express,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Association for the Advancement of Science (AAAS),2014,3936.0,Science magazine Online + Science Express,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Chemical Society (ACS),2010,13419.0,ACS,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Chemical Society (ACS),2011,14006.0,ACS,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Chemical Society (ACS),2012,16634.0,ACS,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Chemical Society (ACS),2013,17642.0,ACS,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Chemical Society (ACS),2014,18393.0,ACS,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,American Chemical Society (ACS),2015,23629.0,ACS,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Association for Computer Machinery (ACM),2010,4065.0,ACM,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Association for Computer Machinery (ACM),2011,3835.0,ACM,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Association for Computer Machinery (ACM),2012,4280.0,ACM,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Association for Computer Machinery (ACM),2013,4264.0,ACM,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Association for Computer Machinery (ACM),2014,4348.0,ACM,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Association for Computer Machinery (ACM),2015,5322.0,ACM,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Elsevier,2010,322036.0,Compendex; Knovel; PaperChem; ScieceDirect Freedom; Scopus,Full text materials; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Elsevier,2011,348669.0,Compendex; Knovel; PaperChem; ScieceDirect Freedom; Scopus,Full text materials; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Elsevier,2012,367264.0,Compendex; Knovel; PaperChem; ScieceDirect Freedom; Scopus,Full text materials; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Elsevier,2013,380050.0,Compendex; Knovel; PaperChem; ScieceDirect Freedom; Scopus,Full text materials; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Elsevier,2014,375615.0,Knovel; ScieceDirect Freedom; Scopus,Full text materials; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Elsevier,2015,397655.0,Knovel; ScieceDirect Freedom; Scopus,Full text materials; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Emerald Group Publishing,2010,4646.0,Emerald,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Emerald Group Publishing,2011,4721.0,Emerald,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Emerald Group Publishing,2012,6413.0,Emerald,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Emerald Group Publishing,2013,6276.0,Emerald,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Emerald Group Publishing,2014,6777.0,Emerald,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Emerald Group Publishing,2015,11270.0,Emerald,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Encyclopedia Britannica,2015,1271.0,Encyclopedia Britannica,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Institute of Electrical and Electronics Engineers (IEEE),2010,37339.0,IEEE/IET Electronic Library (IEL) / IEL,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Institute of Electrical and Electronics Engineers (IEEE),2011,32112.0,IEEE/IET Electronic Library (IEL) / IEL,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Institute of Electrical and Electronics Engineers (IEEE),2012,36361.0,IEEE/IET Electronic Library (IEL) / IEL,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Institute of Electrical and Electronics Engineers (IEEE),2013,36933.0,IEEE/IET Electronic Library (IEL) / IEL,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Institute of Electrical and Electronics Engineers (IEEE),2014,47507.0,IEEE/IET Electronic Library (IEL) / IEL,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Institute of Electrical and Electronics Engineers (IEEE),2015,59102.0,IEEE/IET Electronic Library (IEL) / IEL,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,JSTOR,2010,603.0,Business Collection / BC,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,JSTOR,2011,575.0,Business Collection / BC,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,JSTOR,2012,623.0,Business Collection / BC,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,JSTOR,2013,602.0,Business Collection / BC,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,JSTOR,2014,602.0,Business Collection / BC,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,JSTOR,2015,721.0,Business Collection / BC,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Kansalliskirjasto,2014,2058.0,Elektra,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Nature Publishing Group,2010,21186.0,Nature Journal (weekly); Nature Research; Nature Reviews,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Nature Publishing Group,2011,22033.0,Nature Journal (weekly); Nature Research; Nature Reviews,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Nature Publishing Group,2012,40784.0,Nature Journal (weekly); Nature Research; Nature Reviews,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Nature Publishing Group,2013,43231.0,Nature Journal (weekly); Nature Research; Nature Reviews,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Nature Publishing Group,2014,45280.0,Nature Journal (weekly),Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Nature Publishing Group,2015,5002.0,Nature Journal (weekly); Nature Methods,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,PressReader,2010,1597.0,PressReader / PressRead,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,PressReader,2011,1502.0,PressReader / PressRead,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,PressReader,2012,1872.0,PressReader / PressRead,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,PressReader,2013,1510.0,PressReader / PressRead,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,PressReader,2014,1577.0,PressReader / PressRead,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,PressReader,2015,1640.0,PressReader / PressRead,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,ProQuest,2010,10498.0,Business Suite; RefWorks,Full text materials; Other; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,ProQuest,2011,10464.0,Business Suite; RefWorks,Full text materials; Other; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,ProQuest,2012,22800.0,Business Suite; CSA Technology Collection / CSA T; RefWorks,Full text materials; Other; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,ProQuest,2013,22854.0,Business Suite; CSA Technology Collection / CSA T; RefWorks,Full text materials; Other; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,ProQuest,2014,16753.0,Business Suite; CSA Technology Collection / CSA T; Ebrary; RefWorks,Full text materials; Other; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,ProQuest,2015,19309.0,Business Suite; CSA Technology Collection / CSA T; Ebrary; RefWorks,Full text materials; Other; Reference database; eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Springer,2010,7150.0,LNCS,eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Springer,2011,7865.0,LNCS,eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Springer,2012,7500.0,LNCS,eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Springer,2013,8250.0,LNCS,eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Springer,2014,9075.0,LNCS,eBook package,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Taylor & Francis,2014,36314.0,Taylor & Francis Online Journal Library,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Taylor & Francis,2015,38047.0,Taylor & Francis Online Journal Library,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Thomson Reuters,2010,36302.0,Web of Science / WOS,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Thomson Reuters,2011,35869.0,Web of Science / WOS,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Thomson Reuters,2012,40297.0,Web of Science / WOS,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Thomson Reuters,2013,49991.0,Web of Science / WOS,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Thomson Reuters,2014,51849.0,Conference Proceedings Citation Index / CPCI; Web of Science / WOS,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Thomson Reuters,2015,64412.0,Conference Proceedings Citation Index / CPCI; Web of Science / WOS,Reference database,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Tilastokeskus,2013,132.0,STV,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wiley,2012,121600.0,Wiley-Blacwell,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wiley,2013,126488.0,Wiley-Blacwell,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wiley,2014,164348.0,Wiley-Blacwell,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wiley,2015,173071.0,Wiley-Blacwell,Full text materials,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wize Nordic,2010,4245.0,OECD iLibrary / OECDiLib,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wize Nordic,2011,4335.0,OECD iLibrary / OECDiLib,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wize Nordic,2012,4443.0,OECD iLibrary / OECDiLib,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wize Nordic,2013,8764.0,OECD iLibrary / OECDiLib,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wize Nordic,2014,8913.0,OECD iLibrary / OECDiLib,Reference resource,FinELib consortium
VTT Technical Research Centre of Finland,Research institute,Wize Nordic,2015,9047.0,OECD iLibrary / OECDiLib,Reference resource,FinELib consortium
National Institute for Health and Welfare,Research institute,American Association for the Advancement of Science (AAAS),2010,3846.0,Science; Science Express,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,American Association for the Advancement of Science (AAAS),2011,4078.0,Science; Science Express,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,American Association for the Advancement of Science (AAAS),2012,4405.0,Science; Science Express,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,American Association for the Advancement of Science (AAAS),2013,4511.0,Science; Science Express,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,American Association for the Advancement of Science (AAAS),2014,4571.0,Science; Science Express,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,American Association for the Advancement of Science (AAAS),2015,7800.0,Science; Science Express,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Duodecim,2010,32043.0,Terveysportti,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Duodecim,2011,32305.0,Terveysportti,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Duodecim,2012,32430.0,Terveysportti,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Duodecim,2013,32690.0,Terveysportti,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Duodecim,2014,33000.0,Terveysportti,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Duodecim,2015,38650.0,Oppiportti; Terveysportti,Full text materials,Separate contract
National Institute for Health and Welfare,Research institute,Ebsco,2010,5749.0,EBSCO Academic Search Elite; SocIndex FT,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Ebsco,2011,4819.0,EBSCO Academic Search Elite; SocIndex FT,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Ebsco,2012,5132.0,EBSCO Academic Search Elite; SocIndex FT,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Ebsco,2013,5413.0,EBSCO Academic Search Elite; SocIndex FT,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Ebsco,2014,5376.0,EBSCO Academic Search Elite; SocIndex FT,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Ebsco,2015,6609.0,EBSCO Academic Search Elite; SocIndex FT,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Elsevier,2010,147703.0,Cell Press; Highwire; Science Direct Freedom,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Elsevier,2011,154847.0,Cell Press; Highwire; Science Direct Freedom,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Elsevier,2012,162965.0,Cell Press; Highwire; Science Direct Freedom,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Elsevier,2013,168860.0,Cell Press; Highwire; Science Direct Freedom,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Elsevier,2014,174150.0,Cell Press; Highwire; Science Direct Freedom,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Elsevier,2015,183164.0,Cell Press; Highwire; Science Direct Freedom,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Kielikone,2010,9572.0,MOT,Reference resource,Separate contract
National Institute for Health and Welfare,Research institute,Kielikone,2011,9653.0,MOT,Reference resource,Separate contract
National Institute for Health and Welfare,Research institute,Kielikone,2012,9653.0,MOT,Reference resource,Separate contract
National Institute for Health and Welfare,Research institute,Kielikone,2013,9700.0,MOT,Reference resource,Separate contract
National Institute for Health and Welfare,Research institute,Kielikone,2014,9731.0,MOT,Reference resource,Separate contract
National Institute for Health and Welfare,Research institute,Kielikone,2015,9731.0,MOT,Reference resource,Separate contract
National Institute for Health and Welfare,Research institute,Nature Publishing Group,2010,25251.0,Nature Journal; Nature research; Nature reviews; embo,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Nature Publishing Group,2011,26241.0,Nature Journal; Nature research; Nature reviews; embo,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Nature Publishing Group,2012,27811.0,Nature Journal; Nature research; Nature reviews; embo,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Nature Publishing Group,2013,29479.0,Nature Journal; Nature research; Nature reviews; embo,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Nature Publishing Group,2014,28550.0,Nature Journal; Nature research; Nature reviews; embo,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Nature Publishing Group,2015,4617.0,Nature Journal; Nature research; Nature reviews; embo,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,ProQuest,2010,8982.0,PsycInfo; RefWorks,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,ProQuest,2011,9284.0,CSA Social Sciences collection; RefWorks,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,ProQuest,2012,10131.0,CSA Social Sciences collection; RefWorks,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,ProQuest,2013,10211.0,CSA Social Sciences collection; RefWorks,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,ProQuest,2014,10315.0,CSA Social Sciences collection; RefWorks,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,ProQuest,2015,11794.0,CSA Social Sciences collection; RefWorks,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,SAGE Publications,2010,10157.0,Sage Premier,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,SAGE Publications,2011,9942.0,Sage Premier,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,SAGE Publications,2012,14256.0,Sage Premier,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,SAGE Publications,2013,14121.0,Sage Premier,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,SAGE Publications,2014,15361.0,Sage Premier,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,SAGE Publications,2015,23538.0,Sage Premier,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Springer,2010,27683.0,Springer LINK,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Springer,2011,28857.0,Springer LINK,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Springer,2012,28200.0,Springer LINK,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Springer,2013,29187.0,Springer LINK,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Springer,2014,30209.0,Springer LINK,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Springer,2015,29572.0,Springer LINK,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Thomson Reuters,2010,12450.0,Web of Science,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,Thomson Reuters,2011,12213.0,Web of Science,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,Thomson Reuters,2012,13699.0,Web of Science,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,Thomson Reuters,2013,14433.0,Web of Science,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,Thomson Reuters,2014,14341.0,Web of Science,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,Thomson Reuters,2015,18932.0,Web of Science,Reference database,FinELib consortium
National Institute for Health and Welfare,Research institute,Wiley,2010,53800.0,Wiley-Blackwell,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Wiley,2011,57345.0,Wiley-Blackwell,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Wiley,2012,55823.0,Wiley-Blackwell,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Wiley,2013,58136.0,Wiley-Blackwell,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Wiley,2014,61658.0,Wiley-Blackwell,Full text materials,FinELib consortium
National Institute for Health and Welfare,Research institute,Wiley,2015,65387.0,Wiley-Blackwell,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Aalto-yliopisto,2010,7052.0,Helecon-MIX; Tenttu,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Aalto-yliopisto,2011,7052.0,Helecon-MIX; Tenttu,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Aalto-yliopisto,2012,5617.0,Helecon-MIX; Tenttu,Reference database,Separate contract
Turku University of Applied Sciences,University of applied sciences,American Chemical Society (ACS),2010,1105.0,American Chemical Society,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,American Chemical Society (ACS),2011,1153.0,American Chemical Society,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,American Chemical Society (ACS),2012,1306.0,American Chemical Society,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,American Chemical Society (ACS),2013,1409.0,American Chemical Society,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,American Chemical Society (ACS),2014,1446.0,American Chemical Society,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,American Chemical Society (ACS),2015,1859.0,American Chemical Society,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2010,3753.0,ACM Digital Library,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2011,3499.0,ACM Digital Library,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2012,3766.0,ACM Digital Library,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2013,3788.0,ACM Digital Library,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2014,3644.0,ACM Digital Library,Full text materials,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Bonnier,2013,4650.0,Bonnier Pro,Reference resource,AMKIT consortium
Turku University of Applied Sciences,University of applied sciences,Bonnier,2014,4900.0,Bonnier Pro,Reference resource,AMKIT consortium
Turku University of Applied Sciences,University of applied sciences,Bonnier,2015,4890.0,Bonnier Pro,Reference resource,AMKIT consortium
Turku University of Applied Sciences,University of applied sciences,BTJ Kirjastopalvelu,2010,4016.0,Aleksi,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,BTJ Kirjastopalvelu,2011,4136.0,Aleksi,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,BTJ Kirjastopalvelu,2012,4268.0,Aleksi,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,BTJ Kirjastopalvelu,2013,4352.0,Aleksi,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,BTJ Kirjastopalvelu,2014,4419.0,Aleksi,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,BTJ Kirjastopalvelu,2015,4507.0,Aleksi,Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Duodecim,2010,8353.0,Terveysportti (Turun AMK:n hankkimat sisällöt),Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Duodecim,2011,9340.0,Terveysportti (Turun AMK:n hankkimat sisällöt),Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Duodecim,2012,10258.0,Terveysportti (Turun AMK:n hankkimat sisällöt),Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Duodecim,2013,13086.0,Oppiportti (Turun AMK:n hankkimat sisällöt); Terveysportti (Turun AMK:n hankkimat sisällöt),Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Duodecim,2014,15700.0,Oppiportti (Turun AMK:n hankkimat sisällöt); Terveysportti (Turun AMK:n hankkimat sisällöt),Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Duodecim,2015,19308.0,Oppiportti (Turun AMK:n hankkimat sisällöt); Terveysportti (Turun AMK:n hankkimat sisällöt),Other electronic service,Separate contract
Turku University of Applied Sciences,University of applied sciences,Ebsco,2010,7588.0,Academic search Elite; Cinahl; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ebsco,2011,6761.0,Academic search Elite; Cinahl; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ebsco,2012,7117.0,Academic search Elite; Cinahl; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium
Turku University of Applied Sciences,University of applied sciences,Ebsco,2013,7444.0,Academic search Elite; Cinahl; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium
