Organisaation nimi,Organisaation tyyppi,Kustantaja/Välittäjä,Vuosi,Hinta,Aineisto,Aineistotyyppi,Hankintatapa
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Edita Publishing,2015,852.0,Edilex,Kokotekstiaineisto,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Edita Publishing,2016,878.0,Edilex,Hakuteos,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Edita Publishing,2017,878.0,Edilex,Hakuteos,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2011,1768.0,Ellibs; Ellibs-web-lisenssi,E-kirjapaketti,Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2012,987.0,Ellibs; Ellibs-web-lisenssi,E-kirjapaketti,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2013,1405.0,Ellibs; Ellibs-web-lisenssi,E-kirjapaketti,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2014,938.0,Ellibs; Ellibs-web-lisenssi,E-kirjapaketti,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2015,3988.0,Ellibs; Ellibs-web-lisenssi,E-kirjapaketti,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2016,1589.0,Ellibs; Erillisiä e-kirjaostoksia (esim. lukukertoja),E-kirjapaketti,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Ellibs,2017,3908.0,E-kirjat; Ellibs,E-kirjapaketti,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Elsevier,2010,9482.0,ScienceDirect Freedom,Kokotekstiaineisto,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Elsevier,2011,10540.0,ScienceDirect Freedom,Kokotekstiaineisto,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2010,1418.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2011,441.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2012,358.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2013,404.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2014,507.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2015,209.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2016,1550.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Helsingin yliopisto,2017,1721.0,Medic,Viitetietokanta,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Kielikone,2010,746.0,Mot-paketti: sanakirjat/lisenssi; laajennus tämän jälkeen-> hinta-erot); ylläpito + kielentarkistin + sanastot (vuoteen 2012 asti ns. peruspaketti,Sanakirja,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Kielikone,2011,918.0,Mot-paketti: sanakirjat/lisenssi; laajennus tämän jälkeen-> hinta-erot); ylläpito + kielentarkistin + sanastot (vuoteen 2012 asti ns. peruspaketti,Sanakirja,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Kielikone,2012,6084.0,Mot-paketti: sanakirjat/lisenssi; MotProofing & Online; laajennus tämän jälkeen-> hinta-erot); ylläpito + kielentarkistin + sanastot (vuoteen 2012 asti ns. peruspaketti,Hakuteos; Muu elektroninen palvelu; Sanakirja,FinELib-konsortio; Oma sopimus
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Kielikone,2013,1006.0,Mot-paketti: sanakirjat/lisenssi; laajennus tämän jälkeen-> hinta-erot); ylläpito + kielentarkistin + sanastot (vuoteen 2012 asti ns. peruspaketti,Sanakirja,FinELib-konsortio
Diakonia-ammattikorkeakoulu (Diak),Ammattikorkeakoulu,Kielikone,2014,1862.0,Mot-paketti: sanakirjat/lisenssi; laajennus tämän jälkeen-> hinta-erot); ylläpito + kielentarkistin + sanastot (vuoteen 2012 asti ns. peruspaketti,Sanakirja,FinELib-konsortio
