Organisaation nimi,Organisaation tyyppi,Kustantaja/Välittäjä,Vuosi,Hinta,Aineisto,Aineistotyyppi,Hankintatapa
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2011,11758.0,Academic Search Elite/ASE; Business Source Elite/BSE; Cinahl; SportDiscus with FullText,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2012,12522.0,Academic Search Elite/ASE; Business Source Elite/BSE; Cinahl; SportDiscus with FullText,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2013,14560.0,Academic Search Elite/ASE; Business Source Elite/BSE; Cinahl; Cinahl FT; SportDiscus with FullText,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2014,14497.0,Academic Search Elite/ASE; Business Source Elite/BSE; Cinahl + FT; SportDiscus with FullText,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2015,18027.0,Academic Search Elite/ASE; Business Source Elite/BSE; Cinahl + FT; SportDiscus with FullText,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2016,20017.0,Academic Search Elite; Business Source Elite; Cinahl; SportDiscus FT,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ebsco,2017,26772.0,Academic Search FT Elite; Business Source Elite; Cinahl FT + viiitetietokanta; Ebsco Discovery Service Index; HBRfor CourseWork; SportDiscus FT,Kokotekstiaineisto; Viitetietokanta,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2010,1916.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2011,1916.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2012,1832.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2013,1832.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2014,1942.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2015,1942.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2016,2000.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Edita Publishing,2017,2000.0,Edilex,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ellibs,2016,395.0,Ellibs,E-kirjapaketti,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ellibs,2017,395.0,Ellibs,E-kirjapaketti,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Elsevier,2010,13869.0,Elsevier Science Direct Freedom Collection,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Elsevier,2011,14904.0,Elsevier Science Direct Freedom Collection,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Elsevier,2015,20704.0,Elsevier Science Direct Freedom Collection,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Elsevier,2016,22464.0,Science Direct Freedom collection,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Elsevier,2017,23026.0,Sciende Direct Freedom Collection,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2010,2073.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2011,2215.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2012,2435.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2013,2436.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2014,2608.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2015,3367.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2016,3434.0,Emerald Lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Emerald Group Publishing,2017,3493.0,Emerald Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin Sanomat,2010,4054.0,HS arkisto + verkkolehti,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin Sanomat,2011,4056.0,HS arkisto + verkkolehti,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin Sanomat,2012,4056.0,HS arkisto + verkkolehti,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin Sanomat,2013,4536.0,HS arkisto + verkkolehti,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin Sanomat,2014,4536.0,HS arkisto + verkkolehti,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin Sanomat,2015,4536.0,HS arkisto + verkkolehti,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin seudun kauppakamari,2012,3962.0,KauppakamariTieto,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin seudun kauppakamari,2013,3962.0,KauppakamariTieto,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin seudun kauppakamari,2014,4107.0,KauppakamariTieto,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin seudun kauppakamari,2015,4358.0,KauppakamariTieto,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin seudun kauppakamari,2016,4359.0,KauppakamariTieto,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin seudun kauppakamari,2017,4358.0,KauppakamariTieto,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2010,2079.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2011,2079.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2012,2079.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2013,1967.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2014,1967.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2015,2268.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2016,2268.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Helsingin yliopisto,2017,2528.0,Medic,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kauppalehti,2013,3800.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kauppalehti,2014,3592.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kauppalehti,2015,3952.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2010,4064.0,Mot-palvelu,E-kirjapaketti; Muu elektroninen palvelu; Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2011,2822.0,Mot-palvelu,E-kirjapaketti; Muu elektroninen palvelu; Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2012,4786.0,Mot-palvelu,E-kirjapaketti; Muu elektroninen palvelu; Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2013,4786.0,Mot-palvelu,E-kirjapaketti; Muu elektroninen palvelu; Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2014,15006.0,Books; Mot ylläpitomaksu; Proofing; Sanastot; Translator,E-kirjapaketti; Muu elektroninen palvelu; Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2015,9489.0,Books; Mot ylläpitomaksu; Proofing; Translator,E-kirjapaketti; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2016,8318.0,MOT Kokonaispalvelu,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Kielikone,2017,8318.0,MOT Kokonaispalvelu,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,LM Tietopalvelut,2010,1602.0,PressDisplay/Reader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,LM Tietopalvelut,2011,1496.0,PressDisplay/Reader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,LM Tietopalvelut,2012,1845.0,PressDisplay/Reader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,LM Tietopalvelut,2013,1577.0,PressDisplay/Reader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,LM Tietopalvelut,2014,1577.0,PressDisplay/Reader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,LM Tietopalvelut,2015,1640.0,PressDisplay/Reader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,MacLaser,2012,1125.0,Kirjoittajan Neuwonen,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,MacLaser,2013,1125.0,Kirjoittajan Neuwonen,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,MacLaser,2014,1125.0,Kirjoittajan Neuwonen,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,MacLaser,2015,1125.0,Kirjoittajan Neuwonen,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,M-Brain Insight,2016,4536.0,HS päivän lehti; HS-arkisto,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,M-Brain Insight,2017,4536.0,HS päivän lehti; HS-arkisto,Kokotekstiaineisto,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ovid,2016,6050.0,JBI Complete; PsycArticl,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Ovid,2017,6363.0,JBI; PsycArticles,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2010,471.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2011,472.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2012,504.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2013,501.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2014,531.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2015,596.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2016,558.0,OED,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Oxford University Press (OUP),2017,539.0,Oxford English Dictionary,Sanakirja,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,PressReader,2016,1755.0,PressRead,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,PressReader,2017,1931.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2010,8148.0,ABI Inform Global; Ebrary Academic Complete; RefWorks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2011,8069.0,ABI Inform Global; Ebrary Academic Complete; RefWorks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2012,9014.0,ABI Inform Global; Ebrary Academic Complete; RefWorks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2013,9352.0,ABI Inform Global; Ebrary Academic Complete; RefWorks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2014,26487.0,Ebrary Academic Complete; ProQuest Central; PsycArticles; RefWorks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2015,32313.0,Ebrary Academic Complete; ProQuest Central; PsycArticles; RefWorks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2016,29214.0,EEBO; Ebrary; ProQuest Central; Refworks,E-kirjapaketti; Kokotekstiaineisto; Muu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,ProQuest,2017,29935.0,EEBO; Ebook Central; ProQuest Central; RefWorks,E-kirjapaketti,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,RedFox Languages,2015,900.0,RedFox Master,Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,RedFox Languages,2016,900.0,RedFox Master,Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,RedFox Languages,2017,1100.0,RedFox Master,Sanakirja,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2010,11818.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2011,11568.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2012,9748.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2013,9654.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2014,10503.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2015,15186.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2016,14470.0,Sage Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SAGE Publications,2017,15073.0,Sage Premier,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Sanoma,2013,6858.0,Juridiikkaonline; Yritysonline,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Sanoma,2014,6858.0,Juridiikkaonline; Yritysonline,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Sanoma Pro Oy,2013,1629.0,Verkkokirjasto,E-kirjapaketti,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Sanoma Pro Oy,2014,7742.0,Terveysjuridiik; Verkkokirjasto,E-kirjapaketti; Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Sanoma Pro Oy,2015,7495.0,Verkkokirjasto,E-kirjapaketti,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SkillSoft,2015,4939.0,Skillsoft Library,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SkillSoft,2016,6704.0,Skillsoft Library licence,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,SkillSoft,2017,6921.0,Skillsoft Library licence,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2013,1750.0,SFS Online,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2014,5050.0,SFS Online,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2015,5352.0,SFS Online,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2016,5599.0,SFS Online,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2017,6144.0,SFS Online,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Talentum,2010,1200.0,oikeuskirjoja,E-kirjapaketti,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Talentum,2012,2406.0,Suomen laki,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Talentum,2013,2540.0,Suomen laki,Hakuteos,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Talentum,2014,5571.0,Suomen laki; Talentum-lehtiarkisto,Hakuteos; Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Talentum,2015,11854.0,Juridiikkaonline; Suomen laki; Talentum-lehtiarkisto; Yritysonline,Hakuteos; Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Taylor & Francis,2014,9576.0,Taylor & Francis Social Science & Humanities Library/T&F SSH,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Taylor & Francis,2015,9993.0,Taylor & Francis Social Science & Humanities Library/T&F SSH,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Taylor & Francis,2016,10428.0,Taylor & Francis Library (SSH+S&T),Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Taylor & Francis,2017,10789.0,Taylor & Francis Social Science & Humanities Library,Kokotekstiaineisto,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Thomson Reuters,2014,3484.0,Web of Science/WOS,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Thomson Reuters,2015,5018.0,Web of Science/WOS,Viitetietokanta,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Tilastokeskus,2010,175.0,STV,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Tilastokeskus,2011,175.0,STV,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Tilastokeskus,2012,175.0,STV,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Tilastokeskus,2013,106.0,STV,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Verlag fur chemische industrie,2013,750.0,Kosmet,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Verlag fur chemische industrie,2014,750.0,Kosmet,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Verlag fur chemische industrie,2015,750.0,Kosmet,Muu elektroninen palvelu,Oma sopimus
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Wolters Kluwer,2010,3852.0,JBI Complete; Nursing Collection 1; Ovid Licence,Hakuteos; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Wolters Kluwer,2011,3798.0,JBI Complete; Nursing Collection 1; Ovid Licence,Hakuteos; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Wolters Kluwer,2012,4204.0,JBI Complete; Nursing Collection 1; Ovid Licence,Hakuteos; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Wolters Kluwer,2013,3826.0,JBI Complete; Nursing Collection 1; Ovid Licence,Hakuteos; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Wolters Kluwer,2014,4035.0,JBI Complete; Nursing Collection 1; Ovid Licence,Hakuteos; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,Wolters Kluwer,2015,1275.0,JBI Complete,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,WSOY,2010,7079.0,Juridiikkaonline; Yritysonline,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,WSOY,2011,7455.0,Juridiikkaonline; Yritysonline,Hakuteos,FinELib-konsortio
Laurea-ammattikorkeakoulu,Ammattikorkeakoulu,WSOY,2012,7455.0,Juridiikkaonline; Yritysonline,Hakuteos,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Association for the Advancement of Science (AAAS),2016,7200.0,Science,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Association for the Advancement of Science (AAAS),2017,5873.0,Science,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Chemical Society (ACS),2016,6206.0,Journal of Agricultural and Food Chemistry,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Chemical Society (ACS),2017,5732.0,Journal of Agricultural and Food Chemistry,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Society for Nutrition,2016,843.0,Journal of Nutrition,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Society of Agronomy,2016,7210.0,Agronomy Journal; Crop Science; Journal of Environmental Quality; Journal of Plant Registrations; Natural Sciences Education; Plant Genome; Soil Science Society of America Journal; Vadose Zone Journal; Crop; Forage & Turfgrass Management,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Society of Agronomy,2017,6745.0,Agronomy Journal; Crop Science; Crop; Forage & Turfgrass Management; Journal of Environmental Quality; Journal of Plant Registrations; Natural Sciences Education; Plant Genome; Soil Science Society of America Journal; Vadose Zone Journal,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,American Society of Animal Science,2016,723.0,Journal of Animal Science,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,Cambridge University Press,2016,1230.0,animal,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,Cambridge University Press,2017,945.0,Animal,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,Canadian Science Publishing,2016,3273.0,Canadian Journal of Fisheries and Aquatic Sciences; Canadian Journal of Forest Research,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,Canadian Science Publishing,2017,3022.0,Canadian Journal of Fisheries and Aquatic Sciences; Canadian Journal of Forest Research,Kokotekstiaineisto,Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,Clarivate Analytics,2017,24382.0,Journal and Highly Cited Data; Web of Science,Viitetietokanta,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,Ebsco,2015,1856.0,Econlit,Viitetietokanta,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,Elsevier,2015,184574.0,ScienceDirect Freedom Collection,Kokotekstiaineisto,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,Elsevier,2016,192811.0,Freedom Collection; Journal of Dairy Science,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,Elsevier,2017,197606.0,Freedom Collection; Journal of Dairy Science,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Luonnonvarakeskus (Luke),Tutkimuslaitos,HighWire,2017,1034.0,HighWire,Kokotekstiaineisto,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,HighWire/LM Tietopalvelut,2015,755.0,Genetics,Kokotekstiaineisto,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,JSTOR,2015,2998.0,Biological Sciences; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Luonnonvarakeskus (Luke),Tutkimuslaitos,JSTOR,2016,2848.0,Biological Sciences; Business Collection,Kokotekstiaineisto,FinELib-konsortio
